state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
01,001,55136,43011,24290,19,9,203,22595,12159,54712,7006,52475,22431,15908,246
01,003,191205,165673,82134,147,344,906,80279,43687,188636,25988,50183,105563,65719,1141
01,005,27119,12806,9108,9,11,119,10189,4542,24215,5832,35634,11833,7316,125
01,007,22653,17379,7773,39,0,56,8585,4615,21100,3596,37984,8985,5982,55
01,009,57645,54927,22168,76,0,200,23455,14224,57083,9866,44409,23868,17156,159
01,011,10693,2803,3810,36,0,183,4087,1350,10153,2085,34804,4469,2565,33
01,013,20523,11204,7661,0,0,72,9025,3781,20208,5239,31571,9934,6205,77
01,015,117186,88125,45348,117,48,617,50096,24310,114171,24794,40919,53306,37964,668
01,017,34091,19771,13086,11,0,62,14852,6845,33653,8051,32835,16944,11792,102
01,019,26042,24207,10177,10,0,62,11012,7047,25554,5370,34983,16254,10470,139
01,021,43781,37018,17433,27,4,197,17747,10081,43290,8128,41785,19246,12185,204
01,023,13546,7558,4560,3,3,67,5939,2854,13360,2867,34325,7248,4802,9
01,025,25331,13613,8204,10,0,95,10984,5045,25008,6757,30951,12604,8214,91
01,027,13617,11150,4946,43,0,78,5792,3205,13296,2481,35286,6756,4207,37
01,029,14990,14095,5711,6,0,62,6129,3313,14828,2691,37008,6698,4397,0
01,031,50726,39064,21112,13,11,203,20829,10521,50064,9403,45558,22648,15807,838
01,033,54491,43356,20838,48,0,252,23514,12088,53978,9860,39914,25971,20105,174
01,035,12985,6778,3517,0,0,7,5550,2522,12928,4256,24433,7066,4313,28
01,037,11247,7549,3735,28,0,7,4650,2319,10953,2190,32340,6478,4152,9
01,039,37881,32025,14446,25,26,222,16209,8442,37232,7479,36256,18803,14199,54
01,041,13938,10007,5549,0,0,60,5837,2814,13729,2358,37349,6718,4240,40
01,043,80668,77079,31847,26,13,489,33355,19316,79581,14354,39415,37084,26076,341
01,045,50013,37509,21211,33,14,480,20507,10714,48674,9114,44473,22793,14764,824
01,047,42743,12318,13513,31,46,334,18467,5777,42234,15163,26494,20216,12232,213
01,049,71074,62960,27185,6,23,163,28661,16303,70247,14128,37977,31043,21508,142
01,051,80321,60602,33370,68,23,199,33603,18379,74949,9700,54159,32985,24012,433
01,053,38042,23633,12307,67,0,171,14845,7161,35742,9309,31422,16431,11119,78
01,055,104126,84904,39201,124,6,141,44491,22846,102374,20059,38467,47507,36053,334
01,057,17019,14663,5944,1,0,32,7180,3627,16766,3492,33144,8415,5803,53
01,059,31663,28420,12329,24,0,23,12878,6453,31305,7601,35450,14038,9828,96
01,061,26816,23215,10645,5,3,141,11348,6028,26437,5983,36268,12666,8188,182
01,063,8798,1559,2432,59,0,88,3839,1320,8750,3204,22170,4991,2480,36
01,065,15393,6133,5117,2,19,18,6658,2760,15093,4213,30839,7646,4513,51
01,067,17270,12050,6419,27,0,56,7541,4101,17057,2526,42926,8934,6091,145
01,069,103079,72001,43969,171,20,268,43680,20866,101955,18730,41077,45844,31747,543
01,071,53012,48395,20521,17,0,307,22225,12535,52438,9567,36874,24770,16842,238
01,073,658834,349052,286057,2703,425,3632,284384,123611,644504,120510,45239,302599,210639,8018
01,075,14268,12460,5479,12,0,33,6117,3780,14126,3195,36021,7323,5235,13
01,077,92780,80695,39432,97,83,529,40502,20285,90763,16944,42703,44046,32785,338
01,079,33835,26344,12735,15,0,71,14230,7870,33558,5751,40356,15181,10631,63
01,081,147790,104328,66091,615,384,1590,61744,27710,142200,33625,43641,64258,34785,1820
01,083,87167,70843,36436,101,9,219,34927,19638,83036,11684,49461,35241,27241,510
01,085,10918,2820,3430,13,0,26,4697,1702,10819,3165,25678,5111,2883,100
01,087,20505,3377,7418,33,8,408,9528,3065,18362,4840,30254,10239,6350,98
01,089,343229,236921,160576,590,199,1847,143476,72494,335298,44895,58203,150712,107514,3098
01,091,20489,9623,7041,30,0,69,8952,4208,20238,5054,33714,10226,6609,155
01,093,30527,28674,11230,36,0,106,12842,7635,29613,5738,33819,14728,10187,91
01,095,94121,87082,36802,62,3,403,38203,20716,93019,18479,39473,40329,29909,264
01,097,414045,249439,167645,980,86,1558,174444,81257,404297,80412,43844,180277,131241,1987
01,099,22509,12436,7176,12,0,74,9550,4705,22261,6496,30569,11308,7689,54
01,101,228850,90109,98309,823,102,1183,97302,38631,221215,48575,44830,102603,72184,2927
01,103,119744,99065,51258,121,32,397,49559,26554,118023,17858,45341,51333,36088,1668
01,105,10203,3110,2499,6,0,153,4446,1269,9456,3534,25528,4705,2981,36
01,107,19629,11012,6407,40,0,90,8418,3994,19265,4929,29839,9462,6422,40
01,109,33216,19497,14425,80,1,373,14646,6143,31253,8513,32798,15514,8702,100
01,111,22724,17491,8331,37,0,154,9650,5336,22122,5191,36498,11949,8203,59
01,113,56980,30610,22953,121,63,200,23492,10596,56177,12417,36066,25913,16488,228
01,115,85242,75106,35506,53,0,211,34732,19894,83101,13363,51317,35718,24234,270
01,117,201168,164508,98188,112,36,584,82705,46328,198252,17115,69723,82242,60162,4392
01,119,13433,3322,4600,7,0,107,6218,1885,12800,4930,22865,6770,3761,43
01,121,81673,53259,29508,235,64,217,34241,17238,78119,18253,35896,37139,23663,406
01,123,41295,29076,15986,65,12,48,17648,8904,40673,8589,38644,22074,15574,296
01,125,198670,132211,85594,526,354,1299,85362,36804,188415,34729,46448,86240,51524,1077
01,127,66211,60224,23553,78,0,250,28065,14851,65103,14997,36712,30772,20264,179
01,129,17137,11225,5663,0,0,70,7017,3974,16889,2679,44731,8386,6064,0
01,131,11367,3082,2724,5,6,49,4815,1795,11120,4513,23406,5626,3300,26
01,133,24256,23330,8559,7,0,107,10302,5775,23680,5297,34064,13428,9036,37
02,013,3296,747,2589,10,0,1970,877,436,3284,538,59886,770,570,19
02,016,5650,1849,3888,4,16,1850,1855,722,5434,481,82284,1941,636,277
02,020,298178,195593,156149,2930,1966,4625,115232,58086,291067,24091,78121,113715,54655,14892
02,050,17576,2043,6045,6,67,1994,5820,2479,17201,4070,51930,5919,4889,74
02,060,995,561,524,1,0,55,344,208,986,71,82500,921,716,14
02,068,2048,1780,1166,0,2,266,813,372,1983,253,79167,1809,1407,14
02,070,4956,926,1723,19,14,320,1725,764,4922,890,54846,2427,2016,10
02,090,99319,76755,50498,688,556,1682,36293,19944,95378,7640,70408,41736,25374,4098
02,100,2557,2076,1380,21,39,151,987,537,2516,194,57551,1571,1274,22
02,105,2126,1065,1007,28,59,266,802,447,2117,318,50268,1668,1414,29
02,110,32200,22362,16923,828,181,1127,12719,6416,31591,2033,84750,13107,6282,1596
02,122,56687,47751,24695,229,159,1446,21621,12056,55311,5138,63099,30638,24890,422
02,130,13676,9349,6672,168,24,754,5296,2770,13438,1540,61712,6199,3237,271
02,150,13924,7606,7458,28,28,889,5031,2847,13612,1557,70529,5297,3127,240
02,164,1490,333,609,10,2,182,553,246,1481,266,47143,1497,1381,30
02,170,93843,79273,38721,411,91,769,34499,19756,92192,9375,72134,41364,34470,733
02,180,9792,1690,3477,4,56,1270,3218,1269,9536,2635,47579,4008,3161,65
02,185,9618,3156,5323,96,0,2013,2538,922,9448,961,74609,2517,1879,46
02,188,7672,921,2458,7,9,1127,2458,979,7601,1735,63971,2700,2127,34
02,195,3212,2373,1617,11,23,452,1275,701,3190,299,61492,1761,1221,23
02,198,6356,3000,2649,23,17,582,2274,1221,6310,983,46387,3344,2433,28
02,220,8957,5897,4636,46,245,715,3575,1840,8812,705,69635,4105,2164,272
02,230,996,792,631,3,36,225,384,223,994,45,72868,636,368,26
02,240,7044,5675,2966,0,0,480,2367,1336,6970,948,65481,3904,3043,42
02,261,9685,7086,4389,29,48,599,3556,2141,9527,933,81736,6113,3989,91
02,270,7778,317,2004,1,5,1008,2397,918,7746,2556,40943,2192,2076,3
02,275,2383,1714,996,9,2,158,1044,551,2363,235,48324,1515,997,7
02,282,635,240,355,3,1,92,197,103,635,30,69306,409,309,11
02,290,5651,1265,1945,4,12,763,1947,809,5590,1346,37796,4037,3807,22
04,001,72142,16881,18202,117,67,971,27315,10079,70622,25330,32396,32614,22866,618
04,003,130807,104360,49009,267,222,2112,51890,27737,120617,21165,45974,59802,36572,1329
04,005,135817,84667,63035,1222,1852,5195,56280,23888,127035,30222,48540,63890,39287,3152
04,007,53242,42170,17671,76,149,726,22267,11545,52263,11705,40042,32925,22922,309
04,009,37311,28436,11514,138,62,356,12920,6354,32916,7158,46965,13096,8341,105
04,011,8800,7590,3283,19,0,79,3196,1761,8647,1265,50818,4395,2854,72
04,012,20348,14617,6342,20,23,344,8531,4883,20108,3706,37009,16113,7720,251
04,013,3947382,3162279,1737636,40400,14608,26116,1582774,764862,3895963,666748,53689,1657753,1066786,88863
04,015,202482,180836,66139,235,168,1461,84681,44417,195144,38836,38456,111581,67483,2145
04,017,107489,52875,31215,429,153,1294,41286,18839,104710,32138,36591,57214,38210,943
04,019,993144,782395,414921,10943,7432,9872,414492,192397,967318,184229,46233,444564,264210,32575
04,021,390160,309920,132547,271,704,1608,145802,77171,364937,61397,50248,162412,117501,2320
04,023,47250,35779,17440,34,29,386,19130,10075,46840,11452,38802,18075,13257,820
04,025,213689,196410,79267,150,770,2393,93614,49848,210479,33813,44000,111291,71734,3976
04,027,201453,154867,71855,719,390,2071,76708,45162,193755,40145,41380,88823,46272,2968
05,001,18861,13643,8363,35,45,99,7999,4179,18558,3277,37813,9429,6760,80
05,003,21437,15124,7876,25,0,138,8987,4844,21191,4205,35136,10117,6859,90
05,005,41154,39830,14550,81,40,142,18461,10321,40464,6019,35594,22606,16321,584
05,007,232611,204379,105647,130,97,1828,91084,55139,229736,26903,56325,95117,70002,4966
05,009,37169,35846,14788,0,66,138,15590,8899,36616,6177,38705,16884,12822,223
05,011,11316,6835,4243,20,0,53,4756,2576,11170,3289,33745,5843,3949,74
05,013,5266,3895,2312,7,0,59,2171,1177,5144,860,35000,2892,2122,31
05,015,27626,25845,11146,8,20,461,11586,6733,27276,4877,36897,13560,9921,285
05,017,11489,4844,3653,49,0,62,4746,2266,10783,3490,28086,5402,3718,99
05,019,22800,16706,9269,28,17,421,10140,4339,19999,4735,34109,10393,6480,54
05,021,15577,15101,6202,0,0,140,6594,3336,15410,3145,32057,8024,6456,96
05,023,25793,25026,9375,37,6,246,10859,6049,25385,4039,40768,15842,11472,105
05,025,8597,7367,3224,10,0,42,3503,2089,8510,1588,41586,4066,2757,13
05,027,24400,14641,9935,13,36,299,10599,5126,22826,6123,37509,11573,8079,81
05,029,21175,18145,8266,35,0,98,8714,4476,20899,4737,37314,9732,7234,75
05,031,99835,82354,43742,97,39,595,41077,20432,96149,20646,42085,41919,29357,563
05,033,61825,56515,25173,18,8,454,25047,14438,61202,11525,40712,26333,20008,251
05,035,50172,23000,19397,128,6,426,20513,8906,49458,12834,37781,21541,14588,284
05,037,17595,13221,6927,0,0,128,7436,4023,17337,3355,37725,7870,5531,29
05,039,7954,4422,3117,0,18,133,3303,1888,7481,1088,32554,4300,3213,8
05,041,12602,6209,4593,10,0,64,5299,2371,12472,3882,28457,6265,4424,72
05,043,18705,12961,7147,2,0,139,7908,4061,17569,5151,32351,8456,5028,31
05,045,117804,99701,55394,126,84,761,48463,24189,112888,17053,51095,48050,30819,707
05,047,17960,17093,6602,44,0,149,7359,4212,17632,3512,39879,8023,6395,87
05,049,12218,11854,4405,6,0,110,5215,3342,11937,2455,36244,6776,5013,20
05,051,96804,82155,38089,164,151,524,41788,21541,94660,20875,39558,50552,32866,1174
05,053,18014,17064,7594,59,18,72,7440,4535,17757,1987,46074,7803,5389,35
05,055,42970,41459,17167,18,0,104,17471,9417,42190,7516,39500,18181,13292,150
05,057,22419,14841,8702,41,0,117,9153,4467,22098,5812,32587,10418,7429,110
05,059,33277,28644,13453,71,1,113,13321,7172,31356,4543,41353,14298,10634,73
05,061,13685,9398,5608,55,9,175,5607,2732,13446,2826,38050,6225,4644,54
05,063,36861,34874,15149,23,4,346,15210,8337,35649,8258,36186,16205,11661,48
05,065,13522,12939,4332,4,0,68,5619,3283,12761,2391,31219,7216,5481,41
05,067,17746,14208,5600,7,0,111,7461,3099,14466,3821,31512,7613,5723,82
05,069,74655,31287,28132,140,0,270,31083,13343,68776,16861,36799,33126,23970,487
05,071,25791,23793,10132,12,0,191,10455,5599,25072,5320,32553,11329,8006,110
05,073,7391,4551,2444,58,0,56,3220,1383,7210,1874,31215,4335,2856,20
05,075,17163,16716,6392,11,0,213,7247,3632,16466,3883,33481,7997,6391,61
05,077,10151,4283,3019,2,4,222,3683,1626,8697,2593,26986,4370,3134,16
05,079,14113,9447,3786,0,0,165,4438,2364,10394,2771,32615,4867,2841,10
05,081,12852,9558,5016,0,0,35,5433,2768,12520,2058,39494,6441,4850,42
05,083,22129,20635,8387,3,0,186,9068,4573,21620,3697,36062,10129,7899,87
05,085,70118,62852,32297,50,9,586,27915,16295,69352,9166,52805,27937,20228,445
05,087,15696,14956,6603,40,0,143,6387,3918,15552,3286,37351,7490,5663,68
05,089,16534,15979,5596,10,0,142,7139,4282,16332,3066,33293,9348,7070,43
05,091,43537,31251,17755,52,0,227,17774,8972,42367,8455,40829,19351,12748,168
05,093,45385,28513,16549,34,21,350,18320,9091,44484,11865,34424,20461,14238,408
05,095,7855,4431,2608,0,0,88,3396,1506,7757,2346,27571,4446,3220,7
05,097,9296,8776,3404,0,0,199,3983,2441,9132,1863,32293,5752,3662,21
05,099,8877,5978,3473,7,0,3,3756,1804,8723,2563,31614,4549,3131,24
05,101,8131,7755,3179,23,0,67,3415,2119,8065,1644,32500,4661,3745,7
05,103,25421,14580,9898,79,0,242,10901,5195,25063,5490,32220,13101,9812,147
05,105,10350,9784,4191,2,0,45,4276,2489,10174,1371,42030,4899,3432,14
05,107,20847,7606,7214,5,8,158,8809,3233,20585,6999,27183,10131,7206,76
05,109,11187,10026,4369,33,1,74,4586,2718,10993,2663,32045,5565,3713,22
05,111,24359,21807,9148,7,0,139,10091,5060,23795,5898,33238,10929,7914,69
05,113,20454,18949,7783,24,18,114,8550,4441,20311,4475,33558,10038,7383,90
05,115,62687,56921,27519,0,70,372,25662,13427,59513,11224,40818,25725,18240,205
05,117,8475,7321,3434,22,0,109,3616,1977,8321,1684,36904,4502,3026,24
05,119,388752,230370,179746,1635,180,2260,163622,72413,383099,64811,46410,178659,118118,3346
05,121,17794,17160,6741,4,0,150,7507,4394,17438,3793,36487,8518,6669,32
05,123,27642,12228,9198,7,0,282,9886,4240,23830,6589,31336,10915,7287,182
05,125,111811,101651,51448,91,26,335,45999,25697,110209,9968,55697,45922,33533,298
05,127,11024,9866,4339,9,23,100,4506,2601,10856,2111,36754,5184,3819,12
05,129,8036,7721,2754,14,0,81,3328,1863,7942,1854,33610,4902,3708,12
05,131,126801,104542,54571,220,48,773,51776,27009,124684,28103,39208,55434,38601,1676
05,133,17250,11255,6668,36,0,102,6603,3598,16993,3845,36218,6878,4777,33
05,135,17117,16417,5692,0,0,110,7250,4140,16752,3918,30826,9830,7626,107
05,137,12531,12350,4481,3,0,51,5225,3013,12417,3322,29982,6742,4822,70
05,139,40954,26552,16287,45,11,248,17179,8803,40363,8587,38762,19630,13327,116
05,141,17090,16347,5171,15,0,91,7200,3770,16828,4426,31030,10345,6965,109
05,143,212238,166745,99265,984,507,2681,83828,41879,204547,42261,41983,88722,54694,2211
05,145,78275,71425,31994,104,52,764,32257,17855,74385,13489,42852,32825,21582,312
05,147,7094,4951,2399,5,5,55,3078,1366,6959,1818,27165,3889,2797,25
05,149,21934,18599,8450,36,5,190,8672,4845,21611,4299,37378,9741,7200,109
06,001,1559308,707017,701525,89723,13812,25802,655373,315342,1531346,197191,73775,587071,309609,46783
06,003,1202,854,484,0,0,28,485,230,1184,179,61343,1821,1128,45
06,005,37159,32551,11869,87,10,446,14721,8271,32932,4277,52964,18157,14981,519
06,007,221578,185077,85197,982,2382,3042,93557,41307,216592,46643,43165,96700,61186,3344
06,009,44921,41129,16536,43,26,478,19385,11516,44223,5352,54936,28006,24320,334
06,011,21424,17439,8468,44,42,207,7876,4472,21183,3068,50503,7891,5999,258
06,013,1081232,671384,485218,47062,2564,7941,449128,234156,1071795,114171,79799,403449,269983,30317
06,015,28066,21437,8207,68,91,286,10196,4933,24371,5468,39302,11270,7273,281
06,017,181465,158367,77573,1176,524,1848,75366,43320,180066,18497,68507,88496,71588,1640
06,019,948844,555967,352667,4458,2903,7249,361964,170163,931998,255019,45201,319912,215325,8607
06,021,28019,23858,10106,20,96,457,10844,5774,27620,5517,40106,10868,7948,382
06,023,134876,110595,57204,693,994,3722,56591,24069,131318,27325,42153,61986,42935,1768
06,025,177026,120826,56288,630,293,1096,65637,32783,166407,38935,41772,56480,36517,1865
06,027,18439,15267,8119,57,324,657,7631,3682,17906,2445,45625,9498,5715,140
06,029,857730,632452,312996,3294,1672,5524,312164,157039,824972,192972,48574,287775,204371,7648
06,031,151390,106922,53699,772,184,1451,49611,26745,133044,30244,47341,44387,31900,1526
06,033,64209,51591,21354,194,21,722,26707,12692,63299,15395,35997,35576,23648,558
06,035,33356,24131,9167,103,75,510,9062,5039,22566,3856,53351,12718,9064,295
06,037,9974203,5329333,4434574,311556,39547,126714,4119016,1812037,9819397,1805868,55870,3462075,1720032,226435
06,039,152452,125830,42533,84,230,1000,61204,29638,143767,33290,45490,49499,40532,711
06,041,256802,203975,122993,11082,2042,4153,109243,56559,249612,21917,91529,111669,69433,10201
06,043,17946,15850,7167,293,150,616,7619,4228,17779,2902,50560,10255,7618,79
06,045,87612,72141,35713,166,443,2136,36006,16709,86121,17395,43290,40538,28932,1267
06,047,261609,168794,92426,414,394,2098,97345,47305,256250,65552,43066,83903,62231,2089
06,049,9335,8396,3317,13,6,236,3843,2123,9023,1892,38560,5208,4193,135
06,051,14193,11993,7482,507,164,1021,5327,2971,14081,704,61814,13957,5715,1021
06,053,424927,319839,177092,3267,1241,5476,160765,81103,406132,69898,58582,139594,88599,8685
06,055,139253,107543,65991,657,478,2742,57484,29647,135571,13948,70925,55003,37695,2903
06,057,98606,91335,40647,445,290,870,42833,23180,97729,12163,56949,52832,43530,905
06,059,3086331,1942675,1448689,38879,13799,28584,1269081,650048,3049290,391705,75998,1058466,539326,128593
06,061,361518,303509,157504,1919,1035,2537,150778,84896,358499,32018,73747,155113,119791,5016
06,063,19286,17273,7116,10,56,365,8268,4215,18919,3006,48032,15634,13032,455
06,065,2266899,1480532,873689,12485,3619,12763,890889,451441,2232372,376737,56592,810426,551329,48753
06,067,1450277,865905,602052,17996,7411,12565,594414,273107,1427006,258031,55615,558694,360141,36401
06,069,56888,48133,24447,180,179,365,22049,11887,56552,6864,67874,17958,13938,1039
06,071,2078586,1306230,799738,13432,3143,14524,810867,387630,2029255,389037,54100,703737,496196,26014
06,073,3183143,2259494,1463835,43580,10518,41220,1289962,630634,3102463,455855,63996,1174901,606626,104756
06,075,829072,410245,456670,150222,17356,46810,361392,145506,815670,108328,78378,380518,73074,48626
06,077,701050,405458,266476,3624,1511,5058,272006,134262,686706,132986,53253,235610,170535,13054
06,079,274184,231961,121145,1507,2539,4832,113763,56860,258271,38121,59454,118209,78879,5918
06,081,739837,417138,370844,33150,4809,9382,309662,160221,733616,55672,91421,272187,155486,22077
06,083,431555,319490,194766,7070,8486,8691,175341,82019,414198,68953,63409,153565,89263,10613
06,085,1841569,907336,867212,31499,15522,16781,738249,402583,1814339,180153,93854,640439,342467,66530
06,087,267203,215832,126431,3443,4455,5416,112242,50405,257150,39252,66923,104871,68482,8369
06,089,178520,155559,66123,483,505,1360,75294,36899,175832,31616,44556,77647,53992,2318
06,091,3019,2793,1188,0,17,57,1319,832,2990,487,43107,2283,1946,74
06,093,44261,38114,15694,119,89,854,18524,9789,43724,9945,37495,24017,17557,334
06,095,421624,226669,183003,4783,868,4011,171707,84666,408529,53317,67341,153769,108744,6548
06,097,491790,387044,229141,4239,2279,7138,208373,99359,485077,59716,63799,205759,140633,15374
06,099,522794,396628,199368,1882,1185,3599,205434,102493,516698,104786,49573,179898,134401,7409
06,101,95067,65256,36526,429,219,541,37514,20481,93918,15824,51527,33991,24458,1535
06,103,63284,54972,22168,240,56,643,25605,13554,62301,11604,42369,27117,18345,422
06,105,13515,11917,4526,92,63,251,5619,3200,13309,2489,36862,8742,6581,75
06,107,451108,365823,165479,1176,868,3324,166051,83615,445056,122044,42863,143869,109441,3488
06,109,54347,47833,18863,70,61,591,22234,12389,50714,7444,48493,31302,24983,519
06,111,835790,649278,386259,5521,2593,7555,337712,173790,824329,91912,77335,283047,181792,29826
06,113,204162,134790,88717,3223,8344,2740,86442,37589,196258,39333,55508,75754,44532,4862
06,115,73059,51133,25496,229,135,630,27641,14200,71802,15926,45470,27812,19121,491
08,001,461558,376581,217367,8533,760,2937,175378,91737,456829,64599,57421,164384,102625,12154
08,003,16111,13666,6256,44,156,463,6494,3046,15025,4192,31400,6627,3993,228
08,005,596684,439517,299208,13836,1288,4461,242972,124807,591806,68985,62213,240486,135213,21677
08,007,12132,10629,5310,12,10,151,5138,3224,11988,1327,48186,8845,6339,402
08,009,3735,3575,1741,0,9,159,1592,943,3615,588,38625,2249,1825,22
08,011,6000,4845,1450,3,0,58,1517,848,3828,703,39053,2179,1735,18
08,013,305166,267572,158990,8604,6678,7836,126370,60652,295264,43057,69407,128600,78138,9096
08,014,59027,51294,30023,1273,100,287,23625,13785,58659,3717,80430,23897,15677,1712
08,015,18121,16979,8080,17,380,360,7370,4262,16980,1480,48528,10170,7959,432
08,017,2153,2084,1076,0,8,52,820,474,2099,182,53900,941,734,20
08,019,9114,8601,4983,89,22,222,3811,2370,8944,828,68531,5693,4344,229
08,021,8276,7417,3029,13,5,84,3189,1880,8178,1522,37357,4286,3142,63
08,023,3578,3207,1241,16,0,59,1445,810,3578,893,33594,2657,2065,7
08,025,5558,4621,1378,0,0,118,1646,591,4012,1137,31534,1553,1188,12
08,027,4274,4102,1393,0,0,56,1805,1260,4220,746,32261,4512,4032,27
08,029,30378,28820,11505,28,112,535,12501,7573,29171,4738,42389,14520,10965,295
08,031,633777,473269,329735,22814,7929,14762,259788,106184,621206,113930,51800,290624,133574,22476
08,033,1736,1641,692,2,0,126,670,420,1728,347,32578,1430,1101,7
08,035,299794,272630,151982,2924,386,1299,115314,73675,298733,12240,102626,109835,85993,5857
08,037,52233,46882,31028,2580,336,1057,19322,10939,51843,5166,73774,31392,11142,6596
08,039,23545,22495,11852,38,2,120,9662,6067,23388,1712,82154,8985,8303,99
08,041,645707,521280,305692,2388,1477,12535,254342,140671,627174,78493,57487,256865,170252,20335
08,043,46879,40496,14020,70,164,325,16204,9436,35710,6274,40569,19199,14036,601
08,045,56684,50191,28483,1199,442,944,21338,12706,55605,6503,57214,23333,14189,1946
08,047,5557,5132,2976,44,0,71,2255,1329,5506,568,65851,3408,2901,34
08,049,14478,13269,8052,124,34,389,5533,3212,14395,1736,64109,16381,9496,1288
08,051,15503,14852,8725,184,846,1165,5976,3104,14551,2570,51371,11500,6824,656
08,053,871,854,401,0,17,101,418,293,871,65,55682,1447,1178,38
08,055,6550,5261,2201,52,11,197,2804,1560,6176,1224,32932,5110,4056,116
08,057,1389,1283,777,6,0,93,519,340,1377,203,45606,1273,945,57
08,059,546162,496471,282350,9069,1724,4234,227810,121672,537249,47009,69698,231262,150762,19101
08,061,1407,1330,688,2,6,62,590,305,1380,203,39375,790,613,1
08,063,8122,7443,3505,0,1,128,2892,1611,7307,1135,41495,3499,2471,74
08,065,7311,6476,3997,67,57,581,2723,1443,7163,872,46174,4461,3226,157
08,067,52547,46210,26524,529,677,1262,21678,11061,50563,5609,58456,26155,16907,1569
08,069,311435,282786,156205,1513,6007,4051,130105,67011,302954,41375,58844,135219,90736,9478
08,071,14789,12504,6156,58,18,342,6032,3198,14218,2323,45707,8241,6122,211
08,073,5462,4594,1640,0,6,102,1822,1129,3806,620,43701,2197,1668,19
08,075,22604,20866,10450,21,0,367,8452,3816,21528,3630,41749,8965,6259,345
08,077,147509,135965,66035,256,972,1866,60477,32156,144055,22726,48610,63230,44715,2461
08,079,704,676,327,3,5,43,345,225,704,48,47986,1248,1110,10
08,081,13286,12331,6477,68,25,267,5084,2859,13016,1516,50123,6181,4077,179
08,083,25569,21246,10940,19,65,355,10582,5722,25223,4636,43431,12033,8278,131
08,085,40885,37489,17155,30,82,322,17089,9972,40300,6915,44885,18280,13033,520
08,087,28342,25350,12922,51,37,351,11047,6498,27654,3404,46223,11465,7723,334
08,089,18712,16999,7219,6,20,269,7684,3933,18042,4661,32594,8927,7006,101
08,091,4532,4421,2084,7,27,224,2023,1244,4521,334,60701,3068,2422,76
08,093,16174,15508,8824,151,0,129,6604,4130,16055,1329,60800,14075,13089,119
08,095,4385,4080,2020,40,21,159,1675,1042,4317,802,44390,1846,1483,19
08,097,17303,16413,9946,1422,454,1238,6943,3366,17231,1515,71060,12984,5420,1587
08,099,12359,11667,5311,1,25,227,4862,2557,11993,2618,35408,5910,4262,31
08,101,160757,126386,64429,680,352,1671,66174,30935,156001,30102,41974,69784,52430,3074
08,103,6739,6405,3312,106,43,188,2641,1563,6463,1085,63910,3328,2302,84
08,105,11840,9714,4810,16,45,165,4730,2600,11479,2311,38673,6637,4731,148
08,107,23428,22103,13377,404,429,569,9316,5384,23120,2397,61095,16333,7988,2083
08,109,6211,5309,2563,8,4,171,2435,1300,6172,1547,33398,3889,2902,109
08,111,653,608,366,8,62,106,252,129,653,108,37679,728,503,3
08,113,7597,7334,4370,769,121,538,2973,1435,7568,787,59490,6697,3619,126
08,115,2365,2159,1031,10,2,62,1003,533,2322,362,43864,1285,1051,19
08,117,28482,25418,17351,1284,330,1587,11022,6121,28369,4003,64521,30078,9657,3007
08,119,23363,22000,11352,87,20,315,9843,5973,23109,1664,62559,12690,10650,146
08,121,4781,4607,2113,17,4,107,1899,1184,4487,580,44271,2418,2041,30
08,123,265066,229905,123784,765,740,2766,102077,56810,258081,34898,58100,97904,71306,3695
08,125,10131,9093,4742,7,0,530,3936,2132,9967,1012,43279,4436,3560,155
09,001,934215,694475,445551,41800,1279,12076,389439,196655,916013,83497,83163,362616,210334,23825
09,003,897374,653648,426661,15637,1250,9587,383246,177221,872334,105547,65499,374455,207589,21486
09,005,187542,175327,96278,1246,66,2427,80589,43588,184972,12633,72068,87490,65122,3125
09,007,165534,147394,85908,1430,93,2582,71460,36353,159980,11022,77931,75081,53769,2824
09,009,863148,649232,408870,16927,2170,14729,372806,166028,836739,106282,61646,362202,192604,19493
09,011,274071,224950,137534,2773,323,5587,114140,57456,261570,23856,66693,121096,79416,4965
09,013,152251,136545,77492,1412,54,3898,64128,31300,136425,8957,79988,58279,41442,2107
09,015,117918,107534,56504,360,29,1769,49543,24308,113082,12946,59218,49162,32679,2097
10,001,167477,113563,74485,894,156,1418,70181,34436,162184,20938,55169,66652,43320,5650
10,003,545846,360264,259305,11379,815,6007,231526,106078,529053,59580,64857,218589,119077,44699
10,005,203737,165527,86209,855,282,1900,87873,44288,200256,26583,53505,126009,77849,10328
11,001,633736,254955,323242,122975,12531,40019,288250,77388,599620,109378,69235,300798,35925,76489
12,001,251759,175713,112605,5027,3628,3571,111513,41693,236834,60066,42045,113315,56890,5300
12,003,27057,22713,9760,19,24,71,10195,5608,24322,4530,46865,9640,5389,113
12,005,172988,142262,77277,469,519,1378,71626,37697,169511,25006,47274,99893,50739,4137
12,007,27552,21368,9096,10,1,223,10047,4674,23833,4599,40481,10943,6538,140
12,009,548891,456683,223352,1310,1597,2547,239119,119918,541773,76083,48483,271005,175752,11333
12,011,1815269,1146423,850651,25710,4756,10977,774189,346919,1800091,263443,51574,812817,335939,66538
