state,county,population,white,all_workers,public_transit,bike,walked,all_female_marital,female_married,poverty_status_denominator,in_poverty,median_income,housing_units,housing_units_single_detached,housing_units_single_attached
32,023,42938,37617,13482,88,0,415,17991,10256,42420,7891,41757,22051,11591,251
32,027,6741,5488,1983,0,0,252,1919,1311,4842,931,48165,2429,1427,0
32,029,3934,3733,1775,9,0,37,1873,1024,3917,413,64835,1996,1535,0
32,031,429985,350364,199108,4214,1373,5132,173717,86162,424089,66511,52910,185685,109947,10757
32,033,10043,8739,3823,26,0,310,3515,1709,8891,980,55337,4470,3599,31
32,510,54634,45527,22634,31,328,565,21929,10814,52598,9015,50108,23500,13371,1020
33,001,60252,58050,29876,8,22,425,26074,14208,59323,6069,60782,37541,27070,831
33,003,47623,46385,22365,85,168,493,20704,12621,47109,4533,52393,40009,30633,369
33,005,76596,73308,38710,186,166,1608,33398,15844,71764,8427,56139,34782,23340,652
33,007,32202,31078,14619,14,2,520,13515,6975,30799,4066,42407,21286,14346,323
33,009,89360,83314,43761,656,188,3606,38945,18817,82786,9287,55045,51453,32010,4511
33,011,402776,365766,208667,1957,247,4190,167157,87992,394777,33938,70906,166754,94878,10288
33,013,146880,139662,74850,279,68,2158,62640,32281,140433,13391,65226,63589,41600,2837
33,015,297702,284095,159113,1310,491,2741,125240,71173,295213,16807,79368,127468,82762,9663
33,017,124387,116193,63443,1187,177,3319,53787,24368,116099,12982,59580,52028,28929,2114
33,019,43291,41692,21304,70,18,676,18540,9897,42596,3874,56851,22376,15895,361
34,001,275325,184867,124139,9034,692,4501,117047,52734,268775,40852,54392,127104,73231,9937
34,003,920456,655209,442502,60750,1413,13154,394579,210412,910008,68104,83686,354298,188385,17920
34,005,450155,329978,218967,7657,743,3040,188385,97579,437930,25205,79612,176673,115334,25764
34,007,512632,324438,233984,18133,355,4381,216138,96536,505676,66176,61842,205637,113074,37102
34,009,96286,87495,42553,681,1139,2305,42404,22783,94168,10483,57394,98630,50324,17247
34,011,157429,96899,60464,1131,173,1209,60885,26243,145322,26192,50603,56130,37311,3069
34,013,789616,334962,345184,69982,690,15249,331679,132960,770490,132420,54499,313452,105997,17292
34,015,289705,238755,137963,2669,399,1866,121815,62629,285180,22707,76213,111034,81010,8374
34,017,654878,361426,325578,131953,1253,27208,274437,118450,648311,112585,58973,273221,27598,16367
34,019,126746,115618,63186,1364,73,986,52830,31301,121928,5065,106519,49612,37249,4847
34,021,369526,230476,172853,13526,1223,6261,155681,74644,351231,41005,74118,144069,70057,30781
34,023,824046,507667,391725,37936,1526,10413,344331,178195,798342,68181,80118,297375,156469,34717
34,025,629702,522220,299819,23886,1786,5949,266186,139213,622963,45810,85605,259572,172370,19783
34,027,497103,406912,249221,11919,538,5437,208297,116532,489250,22788,99142,190509,126558,15089
34,029,581413,534146,236747,4923,1007,3503,246448,127955,573967,63748,61839,278980,211331,25821
34,031,505403,332659,223343,20781,381,6869,209385,92552,497282,81751,59513,176210,74019,8783
34,033,65501,52725,28450,382,90,540,27737,13297,64276,8693,60768,27508,20124,1445
34,035,328704,227182,165145,8042,480,2632,137103,75692,325271,16697,100903,124402,73417,19844
34,037,146888,137249,73103,1279,65,633,60965,34922,145284,8337,87397,62094,49308,3430
34,039,545236,316762,258093,26115,984,8148,226523,106784,538151,59523,69396,200514,103948,8630
34,041,107624,96407,51836,654,142,1193,45701,24947,105761,8343,70934,45114,30080,4377
35,001,671429,481651,306605,5987,3753,6174,277712,123355,662981,123244,48390,286270,184323,15401
35,003,3651,3405,1089,0,0,115,1597,929,3630,900,39342,3698,2627,0
35,005,65850,52463,26461,145,103,550,25912,12645,64016,14006,40541,26672,19368,799
35,006,27392,12299,9350,41,8,157,10823,4278,25451,7385,36279,11100,6998,371
35,007,13264,11090,5078,42,0,254,5481,2635,12777,2420,35189,10046,6810,208
35,009,50173,36293,22128,68,85,387,18732,9709,48910,9712,40318,20422,14955,745
35,011,1967,1570,685,0,0,9,934,421,1940,419,37961,1093,796,43
35,013,212942,190021,88265,382,581,2274,85606,41394,207701,57837,38426,82988,48260,2758
35,015,54834,48393,24438,127,46,486,21316,10857,54160,7044,51303,22960,16959,427
35,017,29303,25345,10758,36,33,301,12295,5831,28706,5621,38923,14683,9046,177
35,019,4594,3837,1262,0,22,58,1497,681,3966,608,27957,2291,1406,21
35,021,655,629,195,0,0,25,319,126,655,115,31500,493,372,2
35,023,4734,4187,1878,1,0,76,1870,1002,4628,1057,35048,2393,1363,65
35,025,66876,59190,27741,119,9,587,24337,13909,64646,10600,55248,24993,17256,473
35,027,20162,17234,7919,0,15,263,8666,4645,19995,3243,41710,17597,11475,488
35,028,17974,15778,8824,271,238,192,7264,4684,17851,986,105989,8329,5292,917
35,029,24947,22416,8498,86,12,153,9878,4569,24598,7423,28489,10996,5934,109
35,031,73082,12174,22049,40,43,782,28686,9978,72435,26502,29812,25795,16782,694
35,033,4722,3140,1362,0,0,32,1970,875,4722,1034,24425,3202,2171,9
35,035,65415,50457,24162,74,37,578,25307,13580,62663,13761,40614,30982,19648,792
35,037,8822,8209,2927,3,27,94,3766,1720,8759,1763,29042,5561,3750,29
35,039,40155,26672,15336,235,4,169,16211,7149,39831,8973,38635,19601,11019,304
35,041,20065,14864,8451,9,36,557,7830,3714,18882,5249,36567,8251,5671,35
35,043,135191,96733,56579,772,122,652,54987,27583,134284,19702,57092,53289,44451,1674
35,045,127358,67447,51153,129,192,870,49307,23366,125753,27058,48824,49527,29304,758
35,047,28899,17837,9923,40,70,272,12103,4443,27509,8096,28292,15581,9206,199
35,049,146361,122044,68836,756,701,1690,62812,28906,143457,23896,52958,71554,45985,4577
35,051,11774,10777,4066,20,0,222,5287,2090,11486,2037,28855,8321,3874,42
35,053,17608,13872,5578,10,109,398,6786,2093,17103,4297,33570,8024,4368,58
35,055,32956,21613,13438,146,112,492,14287,5988,32716,7751,35823,20296,14008,453
35,057,16037,13953,5327,4,9,116,6377,3345,15036,4391,34720,7774,4356,41
35,059,4413,3430,1585,23,15,20,1560,829,3861,522,36176,2309,1814,63
35,061,76480,52853,27172,411,0,471,30180,14964,74466,18464,42012,30142,18295,929
36,001,306124,237018,151308,8050,630,6961,134610,56053,290556,39373,59940,137859,69736,6074
36,003,48387,46317,19834,150,50,2266,19876,10165,43305,7377,42726,26106,18477,196
36,005,1413566,304110,532133,315796,1804,42212,599664,202493,1377199,419580,34284,518149,28868,23089
36,007,198797,173887,86308,2677,333,3578,85634,39251,188596,33527,46368,90139,54536,1934
36,009,79397,73497,33602,244,160,2016,32762,16485,76841,13598,43503,41048,28187,1092
36,011,79481,73422,35807,404,34,1356,32282,16242,75446,9360,51792,36441,24854,416
36,013,133556,124356,56246,274,285,2694,56199,27707,127461,24707,42720,66757,45556,1066
36,015,88681,78658,38069,653,124,1260,36607,18050,83053,13295,49685,38376,25633,971
36,017,49868,48079,20889,147,33,1065,20862,11064,49120,8075,44427,24726,15596,211
36,019,81829,75186,35071,129,110,1422,33780,17336,73996,11268,50985,35909,21193,1232
36,021,62525,56560,29116,732,31,1050,26474,13311,60356,6258,58625,32759,24102,672
36,023,49231,46213,23054,206,65,1579,21375,9380,45571,6173,48404,20554,12532,292
36,025,47223,44853,19620,291,20,1260,20017,10236,45062,6089,44183,31222,23368,396
36,027,297388,235083,139708,6799,368,6300,124945,62906,281057,24801,72471,118848,75324,5740
36,029,920694,728482,427717,15960,1912,12771,398430,178400,894415,131644,51050,420537,242660,13313
36,031,39072,36453,17153,115,46,725,16036,8493,36562,4159,50322,25675,19960,442
36,033,51508,42915,19626,191,63,1013,19235,9920,45612,9001,47110,25292,18024,316
36,035,54870,52292,23589,105,65,490,23045,12271,53418,8652,45722,28616,18746,201
36,037,59702,55157,29356,99,160,996,24821,14122,58908,7441,50573,25627,17986,616
36,039,48618,43609,19150,164,19,427,19759,9668,45283,6296,49864,29260,22008,412
36,041,4783,4630,1901,0,9,115,2040,1086,4758,451,52939,8742,7647,58
36,043,64329,61877,28237,213,25,1365,27067,13770,63036,10023,45649,33357,23050,406
36,045,118885,102932,53347,227,125,3037,44669,26226,112769,16917,48613,58308,33037,2407
36,047,2570801,1121903,1115279,686149,16350,96065,1106098,448773,2549012,595531,46958,1012536,55491,86553
36,049,27164,26389,11599,16,4,602,10896,6429,26796,3551,46990,15201,11867,159
36,051,64867,60626,29965,145,99,2203,27456,13236,58904,8644,52200,27220,18896,472
36,053,72731,69019,32248,140,135,1912,30911,14915,67371,7531,53584,31760,22632,421
36,055,748076,569686,348983,9452,1900,11521,321090,143816,723233,111713,52501,322204,203396,18043
36,057,49951,44837,20899,222,25,642,20932,9888,49016,9366,44167,23159,13315,578
36,059,1350601,957680,643646,101691,1451,18036,576380,304694,1330295,83615,98401,467621,353338,13517
36,061,1618398,918058,852406,503938,12863,176407,756548,254190,1572363,278958,71656,858099,6213,5389
36,063,214973,189885,97654,1109,230,2532,92541,44124,210737,28624,49091,99184,67654,2215
36,065,233944,201993,101806,1108,221,3916,97273,44626,221371,36529,48931,104074,64137,1406
36,067,467846,377487,215304,6189,897,9456,200407,90904,449970,68554,54498,203496,128278,7529
36,069,108975,101910,52370,499,228,2090,46238,23534,105467,11010,57318,49084,32797,1967
36,071,374518,282492,170035,8683,302,6894,147474,76687,363870,45944,70794,138441,85976,9320
36,073,42492,38079,17130,97,47,253,17843,8887,39566,6127,48015,18479,13173,292
36,075,121659,116463,51262,360,109,2361,50218,25166,116427,21565,47646,53661,35533,610
36,077,61778,58215,27465,441,84,2388,27607,12970,56755,9288,47884,30711,21238,345
36,079,99697,89281,49160,4228,45,564,41261,24419,98488,5476,96262,38313,29900,2273
36,081,2280602,946565,1056361,547855,5733,60145,985069,454749,2255875,344920,57210,841367,161807,74288
36,083,159600,139612,78105,1896,98,3389,67625,32150,153775,19979,60140,71676,41015,2551
36,085,471522,356125,204225,59728,259,5585,200370,102823,465457,57405,74043,177781,59825,44820
36,087,318186,227643,141339,12120,166,4940,126422,67921,313272,44190,85808,104297,60844,7828
36,089,112015,104533,44048,159,309,3129,45710,21370,99910,19710,44454,52182,36727,750
36,091,222512,209540,111918,979,116,2235,93493,50854,218060,14820,70581,100185,63828,4814
36,093,155178,123222,72446,2640,108,2420,66049,30234,151233,19361,57025,68148,40433,1361
36,095,32153,30781,14110,196,49,757,13696,7061,30669,3950,51873,17239,12436,92
36,097,18458,17867,8124,121,33,318,7784,4063,17863,2388,49225,9507,6394,10
36,099,35232,32529,15088,74,50,520,13980,6912,32093,4175,48932,16137,11237,246
36,101,98917,94036,42509,231,131,1581,40764,21844,97398,15439,47733,48859,32626,695
36,103,1500373,1215779,716555,45801,1592,10937,625370,326895,1471653,100432,88323,570122,457324,25932
36,105,76892,62381,31356,583,32,1165,30929,14958,74155,13346,49388,49432,33813,1727
36,107,50464,48898,23596,162,20,272,21011,11998,49930,4736,56167,22186,15559,47
36,109,103179,84180,47977,3132,524,7135,46011,17761,89566,18438,52836,41822,21304,1305
36,111,181598,158254,83370,1946,390,3679,77389,37254,174070,21385,58592,83738,57752,2351
36,113,65388,63000,31145,172,91,1100,28450,14141,64483,7690,56601,38873,27716,980
36,115,62910,59311,27576,151,94,878,25365,13436,59503,7760,51494,28956,21638,388
36,117,92887,86619,42544,302,42,976,38262,20883,91591,10926,51597,41287,30311,487
36,119,962319,640230,450146,95866,700,23028,408678,205205,938354,89813,83422,370283,167028,20154
36,121,41679,38271,18243,79,30,635,15749,8773,37722,3861,53012,18041,13430,223
36,123,25281,24553,11332,27,270,945,10645,5786,24029,3706,50061,13641,10640,89
37,001,153713,108337,68462,190,7,822,66090,32427,149641,28098,42592,67487,45347,1575
37,003,37175,33069,15786,5,0,107,15040,8486,36208,6100,41676,16194,10830,45
37,005,10974,10018,4056,6,14,66,4670,2925,10762,2277,35319,8124,6548,60
37,007,26309,12710,9493,44,41,99,10387,4537,24247,5855,33388,11546,7531,75
37,009,27173,25668,11487,28,0,103,11649,6975,26763,5489,36244,17413,12805,166
37,011,17739,15441,6756,1,6,166,6906,4368,15433,2815,38138,13947,9176,383
37,013,47587,32947,18108,31,72,330,20556,10789,47124,9362,40671,25055,16090,336
37,015,20677,7474,7035,35,2,67,8663,3890,19485,4967,29388,9790,6222,85
37,017,34915,20183,12768,56,0,298,14995,7016,34354,9575,29532,17674,10114,61
37,019,112907,94649,43001,157,36,430,49729,28952,111933,18273,46955,79304,49802,1967
37,021,244599,216524,113551,839,522,2769,106992,51910,238615,39353,45642,114827,70656,4197
37,023,90164,76388,35930,72,68,615,37642,19642,87284,18086,37735,40764,26371,400
37,025,184855,141025,82886,472,15,569,74714,41615,183055,24062,53935,73570,56416,1740
37,027,82140,73869,32529,23,30,285,34357,18403,80960,16591,34853,37619,25935,203
37,029,10127,8330,4441,6,0,0,4099,2437,10100,679,62194,4117,3464,46
37,031,67851,60283,30135,169,65,425,29546,15815,66714,10115,47179,48571,27704,1897
37,033,23357,14624,8816,13,0,120,9673,4980,22226,4815,38318,10601,7194,21
37,035,154457,126247,68924,109,70,553,64257,34511,151906,23265,45397,67808,45333,1428
37,037,66050,51924,28472,213,45,459,27936,15741,65155,9374,57140,29322,22027,1307
37,039,27156,25328,9344,27,6,316,11860,6567,26772,5190,34507,17613,13239,77
37,041,14703,9380,5650,10,53,102,6326,3217,14416,3950,37154,7286,5186,46
37,043,10616,10244,3841,0,7,53,4675,2940,10539,2483,36089,7178,5224,47
37,045,97464,74179,39069,162,0,803,41699,21553,95448,19225,39197,43303,30762,338
37,047,57512,35163,20600,33,27,177,23786,11518,54694,13291,34597,25950,16102,176
37,049,104574,73726,45070,122,89,1221,41822,23519,100560,16260,47295,45547,29575,2710
37,051,324002,168638,141634,1015,263,4546,130633,64403,312189,54198,44778,140410,89508,5161
37,053,24212,21698,11620,52,4,89,9844,6133,24042,2477,58676,14705,12329,165
37,055,34530,31336,18222,2,218,175,14465,8447,34311,3128,55520,33719,27138,504
37,057,163545,141608,70127,67,75,841,68135,37437,160994,25866,42866,72793,53003,1692
37,059,41411,36431,17774,107,25,134,17405,9469,40978,5905,49591,18210,13290,518
37,061,59455,34990,24106,22,0,347,24036,12250,58585,15758,34787,25612,14690,210
37,063,282422,142157,136578,5198,1055,3834,120582,52214,269819,48820,52038,123761,71016,8387
37,065,55779,21639,20971,216,19,326,24499,10183,54367,13739,33892,24729,15786,236
37,067,358130,239125,158509,1685,195,2307,152892,71918,348176,66425,46003,158744,107632,5668
37,069,61723,41711,25594,45,4,422,25236,13755,60017,9249,42763,26710,17636,226
37,071,208379,160670,88175,402,33,739,87678,43726,205184,37082,42158,89356,66356,1573
37,073,11877,7616,4921,0,10,36,4913,2702,11800,1892,49894,5211,3603,33
37,075,8743,7804,3074,0,0,54,3725,2265,8626,1847,37161,5934,4171,11
37,077,57955,35678,23472,4,24,198,23157,11744,54701,8653,49655,23025,15400,198
37,079,21353,11192,8043,32,28,125,7950,4023,19273,4808,39498,8163,4744,52
37,081,500899,286755,227653,3114,426,3776,215687,97193,486453,86968,45050,220701,139386,11720
37,083,53803,21529,18861,23,25,345,23258,9721,52238,13490,32834,25759,17794,361
37,085,121789,83794,48776,93,59,481,47939,25367,118193,21469,44417,48122,32679,1641
37,087,59012,56551,24075,100,12,378,26010,14663,58350,9210,41795,35068,25452,583
37,089,108642,99242,44060,29,33,906,47248,26865,107466,15902,46257,55050,37954,1987
37,091,24460,8789,8050,59,30,213,10307,4575,21638,5689,32201,10570,6944,211
37,093,50034,23703,19557,178,69,330,19326,10106,48702,10824,43754,19147,14051,112
37,095,5757,3596,2113,15,112,101,2192,1015,5069,1072,44425,3433,2402,0
37,097,162999,132659,71830,298,33,749,66709,37157,161476,21588,51889,69559,50934,1605
37,099,40598,33875,17044,95,0,678,17710,7947,36896,8238,36705,26186,17775,112
37,101,175343,137721,77425,132,33,503,69585,39995,173374,28390,49799,68748,50532,1597
37,103,10184,6508,4132,30,0,107,4412,2375,10103,1895,37288,4866,3141,31
37,105,59096,40384,25035,62,21,289,23941,12424,57877,10841,46309,24196,16842,296
37,107,59095,31966,23870,151,36,626,25396,11747,58101,13758,35687,27321,16673,350
37,109,79041,71228,35435,87,13,243,32586,18546,78177,12211,48664,33772,23789,305
37,111,44982,40597,16742,0,3,115,18637,9660,44075,8892,36271,20862,13093,221
37,113,33840,31598,12574,44,0,198,14911,8637,33443,6936,38491,25275,19067,213
37,115,20951,20147,8647,5,20,201,9040,4976,19903,3629,38251,10644,7283,90
37,117,23947,12858,8911,8,12,167,10610,4967,23804,5358,36132,11632,7830,184
37,119,968500,551684,474551,16144,1213,9400,400805,182889,953083,147989,56472,406894,242477,30291
37,121,15380,14884,5720,0,0,74,6712,3997,14987,2933,37487,8738,6593,14
37,123,27626,21264,10068,10,10,145,11449,6143,26666,6992,32715,15952,9500,32
37,125,90579,74988,36037,30,23,714,39302,22163,89656,14609,50393,44547,32243,1185
37,127,95174,52411,39564,121,19,633,40439,19209,93011,16512,43341,42343,27367,1084
37,129,209586,169358,100078,968,934,2001,91518,42192,204057,37005,49582,103031,63036,8620
37,131,21310,8553,7074,16,21,191,9412,3804,20466,5367,31468,11584,8172,118
37,133,182921,136405,88290,320,253,4606,63689,38538,168693,24719,46141,72570,43244,6339
37,135,137275,103550,66130,4941,1315,3599,60482,26518,127105,21378,57261,56108,32682,3831
37,137,13062,10036,5152,4,32,145,5445,3408,12402,1644,44762,7561,4933,56
37,139,40233,23437,17383,77,83,469,16986,8206,37888,7377,45664,16867,11603,201
37,141,54218,41487,22515,46,59,238,22071,12599,52859,9541,44526,26916,17244,556
37,143,13507,9803,4801,37,20,31,5930,3411,13422,2523,45391,7018,4808,0
37,145,39303,27023,16025,33,1,107,16627,8283,38840,7741,43381,18198,12171,197
37,147,172438,101040,79120,826,294,1866,75501,30172,166192,39853,42011,75844,36911,3762
37,149,20352,18500,8115,70,13,89,9192,4935,20055,2683,47534,11446,8413,140
37,151,142276,126049,60708,76,31,742,58276,32588,140594,25316,41782,61186,42344,968
37,153,46317,28888,16706,45,9,375,19007,9349,44915,10708,34060,20843,14253,167
37,155,134913,41530,46345,70,75,701,55008,23563,131193,41950,30581,52526,26740,551
37,157,92602,69883,36910,56,16,257,40088,21270,91233,17170,38946,43639,31232,314
37,159,138246,107400,55013,245,57,688,57136,29811,133557,25532,41925,60148,42470,600
37,161,67181,57666,24196,22,0,234,28662,14540,65957,13818,36863,33863,23794,651
37,163,63842,37361,25806,145,32,457,25936,12854,62963,15524,35731,27130,15729,149
37,165,36034,16820,10746,16,23,115,14923,6187,33876,10559,30834,15184,9042,120
37,167,60553,51218,24773,46,89,377,24916,13465,58416,9695,42010,27178,20871,214
37,169,46858,43781,19154,46,0,235,19947,11568,46322,7909,41944,21858,14945,200
37,171,73391,67709,29929,195,3,166,30839,17395,72390,14367,35894,33580,22578,561
37,173,14070,9172,5125,7,15,64,5907,2779,13845,3833,34632,8767,6071,28
37,175,32943,29891,12835,45,0,233,14762,8408,31949,4398,43959,19285,15082,193
37,177,4219,2597,1315,0,0,121,1528,820,3611,829,34056,1980,1275,0
37,179,209387,170430,94747,551,87,941,81424,49849,206934,19965,65893,74361,64020,1382
37,181,44998,19522,16893,27,0,380,19358,7978,44238,11275,34075,20013,11866,239
37,183,952513,647615,476327,5648,1302,6589,388457,202015,929845,104869,66579,385064,234145,35892
37,185,20628,7951,6983,0,0,55,8467,4053,19733,4892,34953,11767,6914,233
37,187,12837,6018,4231,0,0,62,5562,2401,12693,3066,33115,6450,4127,15
37,189,51903,48803,23209,363,103,1500,23267,8989,46541,14947,35491,32561,21053,713
37,191,124093,70426,52570,251,103,648,50851,24868,120892,27147,41172,53074,31094,1157
37,193,69093,62931,25493,34,13,271,28972,16567,67969,16539,32157,33021,21983,180
37,195,81499,41625,33329,66,50,543,34839,16172,79870,19140,39332,35643,22660,645
37,197,38101,34600,15882,6,48,122,16031,8995,37763,7318,38652,17292,11763,145
37,199,17662,17069,6746,0,16,291,7643,4716,17464,3758,39008,11035,8119,77
38,001,2339,2231,1285,10,11,112,1003,665,2281,209,48553,1379,1081,8
38,003,11096,10545,5729,16,6,411,4578,2627,10531,775,54009,5703,4161,60
38,005,6764,2908,2448,13,2,121,2352,1001,6716,2385,38729,2983,2375,3
38,007,855,820,505,0,7,82,322,216,855,86,64306,512,363,10
38,009,6579,6195,3207,0,18,139,2667,1619,6280,651,52593,4366,3625,68
38,011,3192,3041,1618,0,4,75,1342,827,3113,246,63750,1702,1362,21
38,013,2145,2076,1071,2,6,100,800,501,2145,292,55455,1311,1069,3
38,015,86111,79704,47516,72,293,990,35669,18784,83029,6559,64370,37598,20624,2652
38,017,158041,143099,91030,1093,624,2821,63732,30861,153349,19440,52993,71215,31194,6667
38,019,3922,3785,1865,1,10,107,1618,1060,3803,167,61989,2318,1969,15
38,021,5234,5054,2674,8,25,238,2141,1328,4902,422,50634,2646,1975,27
38,023,2239,2180,1206,0,6,84,940,677,2189,160,58036,1452,1251,11
38,025,3965,3316,1930,8,14,165,1469,937,3870,444,69063,2292,1571,14
38,027,2379,2247,1224,0,2,86,961,503,2287,360,47917,1354,1083,6
38,029,3491,3466,1579,0,4,177,1413,879,3434,465,40375,2078,1723,9
38,031,3364,3319,1743,5,2,100,1406,885,3291,379,55089,1805,1362,16
38,033,1812,1772,911,0,5,85,755,388,1753,139,38542,972,804,4
38,035,68144,61033,37692,435,306,1587,27359,12473,63488,11516,47050,30123,14033,2838
38,037,2363,2281,1235,0,6,82,1014,645,2321,327,43317,1705,1418,13
38,039,2348,2322,1199,0,9,60,1029,666,2264,150,51528,1428,1232,8
38,041,2575,2464,1142,11,4,80,1106,670,2429,217,51176,1399,1153,9
38,043,2434,2374,1312,1,13,87,983,730,2427,211,56058,1665,1267,9
38,045,4127,4068,2074,0,11,206,1686,1109,4034,361,54393,2255,1865,32
38,047,1955,1925,944,0,4,92,812,548,1886,172,49821,1123,976,13
38,049,5711,5577,2752,0,1,210,2219,1408,5624,762,51161,3009,2489,4
38,051,2788,2693,1308,0,3,207,1248,709,2667,354,37750,1852,1576,29
38,053,8333,6581,4054,19,3,209,3001,1639,8219,1200,67578,3373,2494,70
38,055,9299,8507,4403,22,7,276,3819,2467,9091,1058,53778,5721,4392,46
38,057,8532,8164,4242,13,21,200,3428,2190,8400,701,66712,4587,3218,126
38,059,28428,26398,15678,0,45,213,11480,6596,27871,2414,58949,12800,8757,453
38,061,8743,5735,4390,11,0,226,3063,1611,8598,1033,66250,4418,2834,16
38,063,3078,2980,1509,0,1,121,1287,728,2981,257,50640,1934,1658,3
38,065,1832,1717,829,0,9,21,722,518,1802,139,62708,938,723,10
38,067,7266,6910,3625,2,10,209,2980,1851,7078,497,51613,3854,3192,62
38,069,4402,4149,2123,45,0,146,1841,1101,4207,489,43125,2249,1646,45
38,071,11522,10074,6136,32,3,246,4685,2304,11047,1382,47361,5684,3639,55
38,073,5452,5312,2736,0,2,112,2180,1275,5269,442,53472,2665,2094,57
38,075,2546,2480,1339,1,3,77,1017,656,2491,214,63480,1300,1085,37
38,077,16307,15358,8654,3,48,436,6498,3676,15190,1703,56396,7597,5323,135
38,079,14341,2916,4827,3,4,81,5231,2254,14088,5206,32781,5447,3839,36
38,081,3863,3735,2004,0,39,130,1511,964,3814,247,56845,2021,1519,18
38,083,1320,1296,687,0,0,61,570,374,1320,140,50395,868,749,0
38,085,4317,590,1274,4,0,74,1454,468,4211,1531,40152,1317,994,13
38,087,715,707,388,3,0,44,264,185,715,53,65577,443,383,2
38,089,27038,25180,15289,29,8,357,10583,6018,26288,1988,70243,12000,7850,537
38,091,1982,1971,1003,0,0,110,765,508,1949,129,53438,1209,990,7
38,093,21056,19992,10884,114,18,359,8620,4339,19456,2201,50926,9991,6290,275
38,095,2292,2158,1096,1,6,154,920,553,2248,260,56574,1416,1108,20
38,097,8106,7845,4068,0,22,257,3298,1886,7732,784,53641,3804,2855,85
38,099,11052,10078,5547,6,34,319,4518,2581,10759,1165,49780,5545,4229,138
38,101,65854,58744,36907,70,80,1045,25205,14182,63462,5885,59301,29046,15712,2591
38,103,4210,4134,2046,0,15,160,1841,1184,4117,319,44770,2475,1995,7
38,105,27066,24564,14741,14,27,475,9974,6087,26541,2179,82823,13063,7668,486
39,001,28342,27654,9933,55,0,224,11449,6304,27902,7051,34733,12883,8474,99
39,003,105562,88027,45345,161,134,709,42260,20346,101506,18629,43648,44930,33525,1046
39,005,53202,51610,22737,50,48,819,22199,12386,50886,7825,47034,22112,16982,684
39,007,100346,93531,40579,278,64,782,40789,20112,96528,18357,40304,45964,34990,691
39,009,64840,59202,25650,240,368,3983,28338,10078,55293,17485,33773,26315,15058,373
39,011,45867,44744,21956,30,196,449,18606,11006,45144,4148,52773,19601,15879,441
39,013,69793,65442,28898,122,11,689,29045,15149,65751,9555,43045,32295,24196,567
39,015,44464,43352,17926,26,17,215,18274,9889,43471,6327,44899,19343,13741,163
39,017,371154,320442,172092,1276,297,4262,152351,77980,359321,49512,56998,148786,107427,5877
39,019,28539,27840,12146,31,0,318,11813,7266,28196,4494,45660,13636,10999,113
39,021,39628,37460,17244,52,48,315,16090,8989,38666,4868,49840,16713,13215,221
39,023,137303,118422,57085,458,177,1586,58092,28483,133892,25498,43011,61246,44755,2966
39,025,199450,190406,95039,621,74,851,80872,45727,197374,20766,60552,81342,57292,4179
39,027,41871,39641,17739,63,14,568,17290,9165,40555,6855,45909,18075,13138,288
39,029,106622,101701,45332,173,42,858,43969,23592,102586,16627,43707,46860,34894,877
39,031,36768,35653,14924,50,141,436,15087,8248,36306,6579,41569,16442,12103,195
39,033,43036,41745,17443,68,75,403,18357,9879,42199,6869,41377,20082,15762,412
39,035,1267513,809281,563859,28111,2395,14311,552676,222292,1241330,230111,44203,619863,365134,33871
39,037,52537,51363,22876,153,37,445,21499,11958,51743,7209,43323,22694,18300,560
39,039,38795,35647,17630,81,72,281,15845,8631,37885,5119,48853,16742,13345,488
39,041,181821,162353,90637,265,77,977,71069,44642,178707,8751,91936,67881,52667,4754
39,043,76416,66443,34866,198,113,808,32500,16680,75133,9543,48204,37777,27537,1547
39,045,148067,132857,68426,131,44,1060,59669,33360,145145,15791,60704,59107,45683,1579
39,047,28875,27246,12131,58,21,272,11928,6290,28183,5142,40576,12671,9673,159
39,049,1197592,829283,588228,14425,3713,14473,496559,214407,1170641,210472,51890,533352,288553,47681
39,051,42541,40646,19852,24,38,319,17498,10470,42094,5036,52872,17395,13869,318
39,053,30763,29105,11215,4,0,336,12784,6588,29949,5962,37494,13849,9244,100
39,055,93819,90841,44803,159,183,812,38580,22409,93101,7367,70487,36656,31400,1187
39,057,163313,140837,75504,270,256,2453,69499,35369,154241,22039,58775,68752,49901,3255
39,059,39794,38184,16019,49,14,277,16614,9072,39224,7332,40420,19127,14313,74
39,061,803272,553451,371781,13704,924,11084,340219,146546,785362,144831,48927,377018,215513,18396
39,063,75290,70560,35882,100,81,949,31568,16539,73161,10862,50166,33221,23274,1078
39,065,31826,30614,13055,44,15,444,13159,6122,29498,5588,42670,13111,10142,186
39,067,15698,15050,6679,24,0,189,6542,3724,15368,2752,41819,8130,6355,83
39,069,28074,26623,13010,30,58,177,11394,6553,27593,3492,52526,11946,9611,236
39,071,43266,41652,15955,116,18,284,17682,9537,42723,8665,39855,19306,13924,241
39,073,29111,28325,12054,34,0,217,11797,6649,28365,4773,42792,13367,9501,220
39,075,43176,42541,17754,56,1378,1204,15571,9508,42280,6084,47625,13632,11079,396
39,077,59186,55628,26117,210,45,761,23925,12857,58437,8115,49315,25150,18074,574
39,079,32952,31933,12631,68,0,269,13724,7005,32515,7689,37393,14574,10385,114
39,081,68510,62847,27627,176,7,1119,30015,14779,66128,11564,40816,32661,25748,423
39,083,61063,58985,27070,33,34,1227,25385,13402,57695,8950,48953,25333,20194,365
